id,tag
24424,Digital Health
24424,Health & Wellness
24422,Marketplace
24422,B2B
24422,E-commerce
24416,Mental Health Tech
24416,SaaS
24416,B2B
24415,eLearning
24415,Latin America
24414,Fintech
24414,Marketplace
24414,SaaS
24408,SaaS
24408,Crypto / Web3
24408,B2B
24407,SaaS
24407,Productivity
24406,Mental Health Tech
24406,Community
24404,Developer Tools
24404,SaaS
24404,B2B
24404,Data Engineering
24395,Fintech
24395,Crypto / Web3
24395,Analytics
24395,API
24391,Generative AI
24391,NLP
24391,AI
24390,Artificial Intelligence
24390,SaaS
24390,B2B
24390,Analytics
24390,Enterprise
24385,Delivery
24385,AI
24384,SaaS
24384,Remote Work
24384,No-code
24384,Data Engineering
24382,Machine Learning
24382,SaaS
24382,Consumer
24382,Security
24381,Fintech
24381,Consumer
24381,Consumer Finance
24381,Femtech
24381,Diversity & Inclusion
24379,Developer Tools
24379,Fintech
24379,Payments
24379,B2B
24379,Open Source
24378,Developer Tools
24374,Fintech
24374,Crypto / Web3
24373,Marketplace
24373,B2B
24372,Fintech
24371,SaaS
24371,IoT
24371,B2B
24368,Biotech
24368,Diagnostics
24368,Therapeutics
24367,Artificial Intelligence
24367,SaaS
24367,B2B
24367,AI Assistant
24355,Cloud Gaming
24355,Crypto / Web3
24354,SaaS
24354,E-commerce
24353,Mental Health Tech
24353,Consumer Health Services
24349,Fintech
24349,E-commerce
24348,Developer Tools
24348,FinOps
24348,B2B
24348,Workflow Automation
24348,Cloud Computing
24347,Fintech
24347,Payments
24347,Construction
24346,Machine Learning
24346,Mental Health Tech
24346,B2B
24346,HR Tech
24346,Health & Wellness
24345,SaaS
24345,B2B
24345,Sales
24345,Sales Enablement
24345,Market Research
24344,Developer Tools
24344,Generative AI
24344,SaaS
24344,Productivity
24344,DevOps
24330,SaaS
24330,Geographic Information System
24330,B2B
24329,Fintech
24329,SaaS
24304,Developer Tools
24304,SaaS
24304,B2B
24304,Analytics
24304,Databases
24303,Machine Learning
24303,Consumer Health Services
24303,B2B
24303,NLP
24302,Artificial Intelligence
24302,Ghost Kitchens
24302,E-commerce
24292,Telecommunications
24291,Artificial Intelligence
24291,SaaS
24291,Construction
24291,Proptech
24291,Supply Chain
24282,SaaS
24282,Productivity
24282,Collaboration
24280,Payroll
24280,API
24275,Cloud Workload Protection
24275,DevSecOps
24275,Identity
24275,Security
24271,Fintech
24271,Logistics
24271,Transportation
24270,Developer Tools
24270,SaaS
24270,Open Source
24269,Fintech
24268,Developer Tools
24268,SaaS
24264,Marketplace
24264,Beauty
24264,Health & Wellness
24260,Climate
24260,ClimateTech
24259,Artificial Intelligence
24259,Marketplace
24259,E-commerce
24259,Retail
24258,Climate
24257,Fintech
24257,Health Tech
24257,Insurance
24256,SaaS
24256,Virtual Reality
24256,E-commerce
24254,Consumer Health Services
24254,Primary Care
24253,Fintech
24253,API
24252,SaaS
24252,GovTech
24251,Fintech
24250,Analytics
24250,No-code
24248,Fintech
24248,B2B
24244,Fintech
24243,Fintech
24243,SaaS
24241,SaaS
24241,B2B
24241,Video
24230,SaaS
24230,GovTech
24229,Mental Health Tech
24229,Consumer Health Services
24207,SaaS
24207,B2B
24207,Security
24206,SaaS
24206,B2B
24206,Security
24206,Open Source
24206,API
24205,AI-Enhanced Learning
24205,Developer Tools
24205,Education
24205,Machine Learning
24204,AI-Enhanced Learning
24204,Artificial Intelligence
24204,AI Assistant
24203,Art Trading Platforms
24203,Marketplace
24199,Consumer Health Services
24199,Digital Health
24199,Telemedicine
24199,Primary Care
24198,Fintech
24198,SaaS
24198,B2B
24197,SaaS
24197,B2B
24197,Productivity
24197,Messaging
24195,B2B
24195,Cybersecurity
24195,Big Data
24195,Data Engineering
24194,Fintech
24194,Finance
24194,Investing
24194,Investments
24192,SaaS
24192,B2B
24192,Analytics
24192,Marketing
24192,AI
24191,Developer Tools
24191,SaaS
24191,B2B
24191,Analytics
24191,Data Engineering
24190,Grocery
24190,Marketplace
24190,Delivery
24190,Food
24188,Health Tech
24188,Medical Devices
24181,Compliance
24181,LegalTech
24181,Regtech
24180,SaaS
24180,B2B
24180,AI
24177,Fintech
24177,SaaS
24177,Crypto / Web3
24177,Investing
24176,Fintech
24176,SaaS
24176,B2B
24170,Marketplace
24170,B2B
24170,Recruiting
24170,Design
24170,Web Development
24169,Consumer
24169,Fitness
24169,Health & Wellness
24168,Fintech
24167,Design Tools
24166,AI-Enhanced Learning
24166,Medical Devices
24166,Therapeutics
24165,SaaS
24165,HR Tech
24164,Proptech
24162,Artificial Intelligence
24162,Fintech
24162,SaaS
24161,Artificial Intelligence
24161,Generative AI
24161,B2B
24161,Video
24161,Infrastructure
24160,Consumer Health Services
24160,Digital Health
24159,Analytics
24159,Data Science
24159,Data Engineering
24159,Data Visualization
24158,Fintech
24158,GovTech
24158,Payments
24156,Machine Learning
24156,Big Data
24156,Data Engineering
24154,SaaS
24154,E-commerce
24154,Food Tech
24154,Retail
24153,Artificial Intelligence
24153,Developer Tools
24153,SaaS
24153,Collaboration
24153,AI Assistant
24152,Construction
24152,B2B
24151,FinOps
24151,Fintech
24151,SaaS
24151,Open Source
24151,Billing
24150,Fintech
24150,SaaS
24150,B2B
24149,FinOps
24149,Fintech
24149,Consumer
24149,B2B
24149,Messaging
24148,Education
24143,Fintech
24143,Consumer
24143,Neobank
24142,Computer Vision
24142,Fitness
24142,AI
24141,SaaS
24141,B2B
24141,E-commerce
24140,Artificial Intelligence
24140,Food Service Robots & Machines
24140,SaaS
24139,Biometrics
24139,Consumer Health Services
24139,Digital Health
24139,Healthcare
24139,Oncology
24138,Synthetic Biology
24138,Biotech
24137,SaaS
24137,B2B
24137,E-commerce
24135,Fintech
24135,Machine Learning
24135,E-commerce
24132,Fintech
24132,SaaS
24132,B2B
24131,Education
24130,SaaS
24130,B2B
24130,Compliance
24130,Security
24129,SaaS
24129,B2B
24129,Community
24108,Medical Devices
24100,Artificial Intelligence
24100,Developer Tools
24100,Generative AI
24100,B2B
24100,No-code
24096,Education
24096,SaaS
24096,B2B
24095,Artificial Intelligence
24095,Consumer Health Services
24095,Medical Devices
24094,Education
24094,Income Share Agreements
24094,eLearning
24093,Fintech
24093,SaaS
24093,B2B
24091,Developer Tools
24091,SaaS
24091,B2B
24086,SaaS
24086,Human Resources
24086,B2B
24086,HR Tech
24084,Ghost Kitchens
24084,Delivery
24084,E-commerce
24084,Food & Beverage
24083,SaaS
24083,B2B
24083,Sales
24082,Biotech
24082,Sustainability
24081,AI-powered Drug Discovery
24081,Biotech
24080,SaaS
24080,No-code
24079,Sustainability
24079,Agriculture
24065,Education
24065,Speech Recognition
24064,Artificial Intelligence
24064,Fintech
24064,SaaS
24064,Analytics
24059,Fintech
24059,SaaS
24059,B2B
24058,Sleep Tech
24058,Consumer Health Services
24058,Medical Devices
24055,Mental Health Tech
24053,Marketplace
24053,Warehouse Management Tech
24053,B2B
24049,SaaS
24049,B2B
24049,Enterprise
24046,Fintech
24046,Marketplace
24046,Proptech
24045,Artificial Intelligence
24045,Climate
24045,Electric Vehicles
24044,SaaS
24042,Fintech
24041,Fintech
24040,Artificial Intelligence
24040,Generative AI
24040,AI
24039,Artificial Intelligence
24039,Education
24039,Generative AI
24038,Fintech
24038,Community
24038,AI
24037,Fintech
24037,Payments
24037,Finance
24037,B2B
24037,International
24034,Hardware
24034,Health Tech
24034,Medical Devices
24026,Fintech
24026,Marketplace
24026,Creator Economy
24024,Solar Power
24024,Climate
24024,ClimateTech
24008,Biotech
24008,Therapeutics
24006,Fintech
24006,B2B
24005,Education
24005,SaaS
24005,B2B
24005,Video
23988,Fintech
23988,Crypto / Web3
23986,Neobank
23985,Artificial Intelligence
23985,SaaS
23985,Sales
23985,Sales Enablement
23985,AI
23979,Marketing
23979,AI
23978,AIOps
23978,Developer Tools
23978,SaaS
23978,B2B
23978,Security
23977,Generative AI
23977,Hard Tech
23977,B2B
23977,AI
23973,B2B
23973,Productivity
23973,No-code
23973,AI
23972,Consumer
23972,Community
23972,Productivity
23972,Health & Wellness
23972,Remote Work
23971,Fintech
23971,Machine Learning
23971,Marketplace
23971,Insurance
23971,Enterprise
23969,Fintech
23968,Developer Tools
23968,B2B
23967,SaaS
23967,B2B
23967,Analytics
23960,SaaS
23960,Sustainable Fashion
23960,Climate
23959,FinOps
23959,Fintech
23958,Artificial Intelligence
23958,Developer Tools
23958,SaaS
23958,B2B
23958,Automation
23957,Marketplace
23957,Consumer
23957,Community
23956,SaaS
23956,B2B
23956,E-commerce
23955,Marketplace
23955,SaaS
23955,Proptech
23953,Fintech
23953,Payments
23953,Telehealth
23953,Digital Health
23953,Health Insurance
23952,Fintech
23952,Marketplace
23952,Delivery
23952,Ridesharing
23951,Machine Learning
23951,Mental Health Tech
23951,Biotech
23951,Therapeutics
23951,AI
23950,Developer Tools
23950,Open Source
23950,Data Engineering
23950,DevOps
23948,Developer Tools
23948,Payments
23947,Hard Tech
23947,Airplanes
23947,Climate
23946,Artificial Intelligence
23946,Health Tech
23946,Digital Health
23946,Healthcare
23946,Mental Health
23945,Biotech
23945,Genomics
23945,Drug discovery
23944,Developer Tools
23944,SaaS
23944,B2B
23943,Developer Tools
23943,SaaS
23943,Open Source
23943,DevOps
23885,Fintech
23885,Trading
23885,Stocks
23884,Healthcare
23884,Diagnostics
23884,Women's Health
23862,Fintech
23862,SaaS
23862,B2B
23860,SaaS
23860,Marketing
23860,SEO
23845,Health & Wellness
23832,Mental Health Tech
23832,Consumer Health Services
23832,Consumer
23820,Fintech
23820,SaaS
23820,Payments
23819,Hard Tech
23819,Hardware
23819,Transportation
23819,Aerospace
23818,Education
23818,Marketplace
23817,Commercial Space Launch
23817,SaaS
23817,Space Exploration
23817,B2B
23817,Enterprise Software
23796,Artificial Intelligence
23796,Fintech
23796,Machine Learning
23796,Payments
23796,Fraud Detection
23783,Therapeutics
23781,AIOps
23781,Developer Tools
23781,Generative AI
23781,Machine Learning
23781,AI
23780,SaaS
23780,B2B
23780,Sales
23777,SaaS
23777,B2B
23777,E-commerce
23776,Fintech
23776,B2B
23451,SaaS
23451,B2B
23451,LegalTech
23451,AI
23120,Fintech
23120,Consumer
23120,E-commerce
22694,SaaS
22694,B2B
22694,Sales
22694,Operations
22694,AI
24866,Developer Tools
24866,SaaS
24866,Crypto / Web3
24866,Data Engineering
24845,Mental Health Tech
24845,Consumer Health Services
24845,Healthcare IT
24507,Developer Tools
24507,B2B
24507,Open Source
24507,API
24398,Developer Tools
24398,SaaS
24398,B2B
24369,Health Tech
24369,Telehealth
24369,Genomics
24237,Fintech
24136,Ghost Kitchens
24136,E-commerce
23974,Fintech
23974,Lending
23939,SaaS
23939,Community
22763,SaaS
22763,Payments
22763,Community
24867,Marketplace
24867,Delivery
24858,Community
24858,Podcasts
24843,SaaS
24843,E-commerce
24839,Marketplace
24839,SaaS
24839,Recruiting
24823,SaaS
24823,B2B
24762,Carbon Capture and Removal
24762,Crypto / Web3
24762,Climate
24700,Developer Tools
24692,Grocery
24692,Marketplace
24692,Delivery
24600,Crypto / Web3
24498,Fintech
24498,B2B
24498,Investing
24460,Productivity
24460,Calendar
24383,Artificial Intelligence
24383,SaaS
24383,Computer Vision
24380,E-commerce
24370,Consumer Health Services
24370,Telemedicine
24351,Productivity
24343,Fintech
24339,Consumer Health Services
24339,Health Tech
24339,Digital Health
24339,Healthcare
24339,Health & Wellness
24266,Banking as a Service
24266,Fintech
24266,Consumer Finance
24255,Grocery
24255,Sustainability
24255,Climate
24255,E-commerce
24255,Subscriptions
24235,Artificial Intelligence
24235,Assistive Tech
24235,Gaming
24185,Hard Tech
24185,Cultured Meat
24185,Biotech
24185,Climate
24185,Food Tech
24163,Marketplace
24163,Proptech
24157,Fintech
24157,Neobank
24147,Developer Tools
24147,SaaS
24147,Customer Success
24025,AI-Enhanced Learning
24025,SaaS
24025,B2B
23970,Hardware
23970,Housing
23970,Manufacturing
23970,Proptech
23970,Climate
23963,E-commerce
23861,SaaS
23861,Creator Economy
23842,DeFi
23842,Fintech
23842,Crypto / Web3
23831,Marketplace
23831,Telehealth
23831,Healthcare
23727,FinOps
23727,Fintech
23727,SaaS
23727,Finance
23727,B2B
23659,Fintech
26425,Developer Tools
26425,SaaS
26425,Crypto / Web3
26425,NFT
26331,Health Tech
26331,Medical Devices
26331,Healthcare
26311,Artificial Intelligence
26311,Gene Therapy
26311,Cell Therapy
26311,Genomics
26307,Fintech
26307,Consumer
26307,Gaming
26303,Developer Tools
26303,DevSecOps
26303,Kubernetes
26296,SaaS
26296,Deepfake Detection
26296,Security
26296,Privacy
26296,AI
26294,Marketplace
26294,SaaS
26294,E-commerce
26290,Fintech
26290,Neobank
26277,B2B
26277,E-commerce
26268,SaaS
26268,Solar Power
26268,Construction
26268,Proptech
26268,Climate
26267,Warehouse Management Tech
26267,B2B
26267,Logistics
26266,SaaS
26266,B2B
26266,Productivity
26266,Customer Success
26266,Collaboration
26265,Fintech
26265,Consumer Finance
26265,Neobank
26264,FinOps
26264,Fintech
26264,SaaS
26264,B2B
26264,Enterprise Software
26254,Computer Vision
26253,Manufacturing
26253,Industrial
26243,Energy Storage
26243,Hydrogen Energy
26243,Marketplace
26243,Climate
26243,ClimateTech
26242,Fintech
26242,Entertainment
26242,Music
26242,Creator Economy
26210,B2B
26210,Logistics
26205,Developer Tools
26205,SaaS
26205,API
26190,SaaS
26190,Construction
26183,Fintech
26183,Lending
26163,Delivery
26163,Logistics
26163,Food Tech
26148,Marketplace
26148,Community
26148,E-commerce
26147,Hardware
26147,B2B
26147,Logistics
26147,Supply Chain
26144,Developer Tools
26144,Generative AI
26144,Productivity
26139,Logistics
26139,Climate
26139,Electric Vehicles
26138,Climate
26138,Insurance
26138,AI
26137,Climate
26137,ClimateTech
26134,Hydrogen Energy
26134,Airplanes
26134,Climate
26134,Electric Vehicles
26134,Aerospace
26125,Artificial Intelligence
26125,Generative AI
26125,GovTech
26122,Biotech
26122,Therapeutics
26122,Drug discovery
26121,SaaS
26121,B2B
26121,Entertainment
26121,Productivity
26121,Enterprise
26120,Carbon Capture and Removal
26120,Hard Tech
26120,Hardware
26120,Climate
26118,Clean Meat
26118,Cultured Meat
26118,Climate
26118,Food Tech
26109,Developer Tools
26109,Crypto / Web3
26109,Payments
26109,Gaming
26109,Creator Economy
26108,E-commerce
26108,India
26094,Artificial Intelligence
26094,Data Science
26094,Healthcare IT
26094,Databases
26073,SaaS
26073,B2B
26073,Recruiting
26073,HR Tech
26072,Artificial Intelligence
26072,Robotics
26072,Climate
26072,Energy
26072,Mining
26067,Marketplace
26067,Real Estate
26067,Consumer
26067,B2B
26067,Proptech
26066,AIOps
26066,Artificial Intelligence
26066,Developer Tools
26066,B2B
26066,AI
26054,Fintech
26054,Marketplace
26054,Consumer
26054,E-commerce
26053,SaaS
26053,Warehouse Management Tech
26053,Logistics
26051,Fintech
26051,Payments
26050,Consumer
26050,Manufacturing
26050,Climate
26050,Transportation
26050,Electric Vehicles
26049,DevSecOps
26049,Next-gen Network Security
26049,Open Source
26049,Kubernetes
26043,DeFi
26043,Crypto / Web3
26043,DAO
26042,Fintech
26042,Consumer
26042,LegalTech
26041,Entertainment
26035,AI-Enhanced Learning
26035,Education
26035,eLearning
26035,Nonprofit
26034,SaaS
26034,B2B
26034,Climate
26034,API
26034,ClimateTech
26033,Assistive Tech
26033,SaaS
26033,Consumer
26033,Productivity
26033,Note-taking
26032,Consumer Health Services
26032,Digital Health
26032,Healthcare
26032,Telemedicine
26021,Consumer Health Services
26021,Consumer
26021,Healthcare
26020,Machine Learning
26020,Mental Health Tech
26020,Nonprofit
26020,Social
26020,NLP
26019,Crypto / Web3
26019,Finance
26019,Cryptocurrency
26016,Fintech
26015,Fertility Tech
26015,Biotech
26015,Genomics
26004,Education
26004,Design
26003,Fintech
25999,Video
25999,AI
25996,Education
25995,SaaS
25995,B2B
25995,Enterprise
25995,No-code
25995,AI
25992,Marketplace
25992,E-commerce
25991,Generative AI
25991,SaaS
25991,B2B
25991,Productivity
25991,AI
25989,SaaS
25989,B2B
25989,Analytics
25986,SaaS
25986,B2B
25986,Climate
25985,Consumer Health Services
25985,Health Tech
25985,Digital Health
25985,Healthcare
25985,Telemedicine
25984,SaaS
25984,B2B
25984,Design Tools
25983,Artificial Intelligence
25983,Consumer
25983,Entertainment
25983,Social
25983,Music
25981,Fintech
25981,SaaS
25981,Real Estate
25981,Proptech
25981,Neobank
25978,Marketplace
25978,B2B
25978,E-commerce
25977,Marketplace
25976,Fintech
25976,Machine Learning
25976,Proptech
25975,Developer Tools
25975,Machine Learning
25975,Analytics
25975,AI
25974,Health Tech
25973,Fintech
25973,Lending
25973,Consumer Finance
25969,Machine Learning
25969,API
25969,Search
25969,AI
25969,Recommendation System
25967,SaaS
25966,Developer Tools
25966,Messaging
25966,API
25966,SMS
25965,Marketplace
25965,SaaS
25965,Construction
25965,B2B
25960,Insurance
25959,Marketplace
25959,SaaS
25959,Delivery
25958,SaaS
25958,Human Resources
25958,B2B
25954,Social
25954,Music
25951,E-commerce
25951,Skincare
25950,Developer Tools
25950,Crypto / Web3
25950,B2B
25950,NFT
25950,Cryptocurrency
25949,Cloud Computing
25948,Developer Tools
25948,Fintech
25948,Machine Learning
25947,SaaS
25947,B2B
25947,Customer Support
25946,Developer Tools
25946,SaaS
25946,B2B
25946,Identity
25937,Crypto / Web3
25937,Security
25937,Cryptography
25935,B2B
25935,Logistics
25935,E-commerce
25935,Supply Chain
25931,Fintech
25931,Investing
25931,Retail
25930,Fintech
25930,SaaS
25930,B2B
25929,Mental Health Tech
25929,SaaS
25929,B2B
25929,HR Tech
25929,Subscriptions
25928,Marketplace
25928,SaaS
25928,B2B
25928,Supply Chain
25928,Food Tech
25924,Fintech
25924,Consumer
25924,B2B
25924,Gaming
25923,Artificial Intelligence
25923,Developer Tools
25923,SaaS
25923,API
25923,Email
25921,Generative AI
25921,SaaS
25921,Real Estate
25921,Proptech
25921,AI Assistant
25918,Fintech
25918,SaaS
25918,Creator Economy
25915,Hardware
25915,Virtual Reality
25915,Consumer
25915,Gaming
25914,Artificial Intelligence
25914,Deep Learning
25914,Machine Learning
25914,IoT
25914,Manufacturing
25913,Sales
25913,Sales Enablement
25911,DeFi
25911,Crypto / Web3
25911,Payments
25907,Mental Health Tech
25907,Consumer Health Services
25907,Consumer
25892,Artificial Intelligence
25892,Hardware
25892,Consumer
25892,Electronics
25891,Fintech
25891,Machine Learning
25876,Fintech
25876,Microinsurance
25871,Developer Tools
25871,DevOps
25871,Cloud Computing
25871,Infrastructure
25870,Artificial Intelligence
25870,Fintech
25870,Generative AI
25870,Payments
25870,Analytics
25866,Analytics
25866,Sales
25866,Operations
25866,AI
25866,AI Assistant
25865,Gene Therapy
25865,Hard Tech
25865,Biotech
25865,Healthcare
25865,Therapeutics
25864,Neurotechnology
25864,Medical Devices
25864,Biotech
25849,Artificial Intelligence
25849,Developer Tools
25849,API
25849,AI
25835,SaaS
25835,B2B
25831,Developer Tools
25831,Productivity
25831,AI
25827,Fintech
25827,B2B
25827,HR Tech
25827,Enterprise
25825,Marketplace
25825,SaaS
25825,B2B
25825,Recruiting
25825,Healthcare
25822,Marketplace
25822,Logistics
25820,Fintech
25820,Consumer
25820,Gaming
25819,Climate
25819,API
25819,Energy
25819,Electric Vehicles
25818,Developer Tools
25818,B2B
25818,Video
25818,Advertising
25818,AI
25817,Machine Learning
25817,Robotics
25817,Virtual Reality
25810,Marketplace
25810,SaaS
25810,Construction
25810,B2B
25810,Proptech
25789,Fintech
25789,Marketplace
25789,Healthcare
25788,Fintech
25788,SaaS
25788,B2B
25788,Supply Chain
25787,Marketplace
25787,NFT
25782,Carbon Capture and Removal
25782,Construction
25782,Climate
25779,Developer Tools
25779,SaaS
25779,B2B
25778,SaaS
25778,B2B
25778,E-commerce
25777,Developer Tools
25777,Robotic Process Automation
25777,Computer Vision
25777,Open Source
25777,AI
25776,Fintech
25763,SaaS
25763,B2B
25763,Compliance
25763,Trust & Safety
25763,AI
25758,Banking as a Service
25758,FinOps
25758,Fintech
25758,B2B
25757,Education
25757,eLearning
25757,Enterprise
25756,Marketplace
25756,SaaS
25756,B2B
25756,LegalTech
25755,Banking as a Service
25755,Fintech
25755,Neobank
25754,Marketplace
25754,SaaS
25754,Real Estate
25754,B2B
25754,Proptech
25753,Artificial Intelligence
25753,Marketplace
25753,B2B
25753,Recruiting
25753,Enterprise Software
25752,B2B
25746,Entertainment
25746,Subscriptions
25745,Artificial Intelligence
25745,Fintech
25743,SaaS
25743,Analytics
25743,Data Engineering
25738,Developer Tools
25738,Analytics
25738,Open Source
25738,Data Engineering
25737,SaaS
25737,Health Tech
25737,B2B
25737,Digital Health
25737,Healthcare
25733,Solar Power
25733,Climate
25732,Artificial Intelligence
25732,Generative AI
25732,Consumer
25732,B2B
25732,Gaming
25730,SaaS
25728,Investing
25727,Artificial Intelligence
25727,E-commerce
25727,Food Tech
25726,Fintech
25726,Payments
25726,B2B
25725,Crypto / Web3
25725,Consumer
25725,Entertainment
25725,Social
25725,Infrastructure
25724,Artificial Intelligence
25724,SaaS
25724,B2B
25724,Productivity
25721,Fintech
25721,Marketplace
25721,Logistics
25721,Social
25721,E-commerce
25720,Developer Tools
25720,B2B
25720,Open Source
25717,Banking as a Service
25717,Fintech
25716,Artificial Intelligence
25716,Fintech
25716,SaaS
25716,Identity
25715,AIOps
25715,Fintech
25715,SaaS
25714,Artificial Intelligence
25714,Machine Learning
25714,Cloud Computing
25713,Fintech
25713,Consumer
25713,B2B
25713,Neobank
25712,Artificial Intelligence
25712,Finance
25712,B2B
25712,Workflow Automation
25712,Enterprise Software
25711,Fintech
25711,SaaS
25700,Biotech
25700,Climate
25700,Agriculture
25699,Fintech
25699,Investing
25699,Cryptocurrency
25697,B2B
25697,Identity
25697,Security
25697,API
25696,SaaS
25696,Consumer
25696,Security
25696,Insurance
25696,Enterprise
25695,Fintech
25695,Crypto / Web3
25694,Fintech
25694,Payments
25694,India
25693,Fintech
25693,SaaS
25692,SaaS
25692,Productivity
25692,Analytics
25691,Healthcare
25690,Developer Tools
25690,SaaS
25690,Open Source
25690,API
25689,SaaS
25689,India
25685,FinOps
25685,Fintech
25685,Payments
25685,B2B
25685,Neobank
25684,Fintech
25684,SaaS
25684,B2B
25684,API
25684,Insurance
25683,Fintech
25683,SaaS
25683,B2B
25682,Mental Health Tech
25682,Digital Health
25682,Femtech
25681,Marketplace
25681,SaaS
25681,B2B
25680,Artificial Intelligence
25680,Analytics
25680,Marketing
25679,SaaS
25679,B2B
25679,Customer Success
25679,Customer Support
25678,Fintech
25678,Crypto / Web3
25677,Energy Storage
25677,Robotics
25677,Climate
25677,ClimateTech
25674,AI-Enhanced Learning
25674,Education
25674,Generative AI
25674,Machine Learning
25674,Consumer
25673,Hard Tech
25673,Hardware
25672,B2B
25672,AI
25671,Marketplace
25671,E-commerce
25670,Fintech
25670,Payments
25670,Payroll
25665,Banking as a Service
25665,Cashierless Checkout
25665,Fintech
25663,Developer Tools
25663,SaaS
25663,Collaboration
25663,API
25663,Remote Work
25662,Fintech
25662,SaaS
25662,B2B
25660,Banking as a Service
25660,Fintech
25660,B2B
25659,SaaS
25659,B2B
25659,Digital Health
25658,Fintech
25657,SaaS
25657,B2B
25657,HR Tech
25656,Artificial Intelligence
25656,Generative AI
25656,Analytics
25656,Data Science
25656,AI Assistant
25655,Fintech
25655,Consumer
25655,Investing
25654,Healthcare
25654,Insurance
25654,India
25652,Fintech
25652,SaaS
25652,B2B
25650,Artificial Intelligence
25650,Hard Tech
25650,Hardware
25650,SaaS
25650,Medical Devices
25649,Fintech
25649,GovTech
25649,Proptech
25647,GovTech
25647,Construction
25647,Proptech
25645,Artificial Intelligence
25645,B2B
25645,Customer Service
25645,Customer Support
25643,Developer Tools
25635,Travel
25635,AI
25634,Analytics
25620,DeFi
25620,DAO
25619,Fintech
25619,SaaS
25619,B2B
25618,Artificial Intelligence
25618,Finance
25618,B2B
25615,Fintech
25615,Consumer
25614,Video
25614,Media
25613,Fintech
25613,Consumer
25610,AIOps
25610,Machine Learning
25610,Healthcare
25608,Artificial Intelligence
25608,Fintech
25608,B2B
25608,Compliance
25608,Regtech
25607,Machine Learning
25607,B2B
25607,Subscriptions
25607,Regtech
25606,Marketplace
25606,Edtech
25605,Digital Freight Brokerage
25605,B2B
25605,Logistics
25605,Supply Chain
25603,Artificial Intelligence
25603,Generative AI
25603,B2B
25603,Gaming
25603,Advertising
25596,Grocery
25596,Consumer
25596,Delivery
25596,Logistics
25596,E-commerce
25594,Fintech
25593,Fintech
25593,SaaS
25593,Payments
25593,B2B
25593,Neobank
25592,Delivery
25592,E-Commerce
25592,Fashion
25590,API
25590,Energy
25590,Electric Vehicles
25590,AI
25590,ML
25589,Hard Tech
25589,Hardware
25589,Security
25588,SaaS
25587,Artificial Intelligence
25587,Generative AI
25587,B2B
25587,Productivity
25587,AI
25586,Fintech
25586,Crypto / Web3
25586,Investing
25585,Artificial Intelligence
25585,Machine Learning
25584,Developer Tools
25584,Fintech
25584,B2B
25584,API
25582,Analytics
25582,Healthcare
25575,Developer Tools
25575,Machine Learning
25575,Open Source
25575,AI
25573,Real Estate
25573,Sales
25573,Marketing
25572,SaaS
25572,Construction
25572,B2B
25572,Architecture
25572,Infrastructure
25571,Entertainment
25571,Subscriptions
25561,AIOps
25561,Machine Learning
25561,Data Engineering
25560,Fintech
25560,SaaS
25560,Finance
25560,Investing
25559,Fintech
25559,E-commerce
25558,Artificial Intelligence
25558,Call Center
25557,Delivery
25557,Sales
25557,Email
25553,Climate
25552,DevSecOps
25552,Next-gen Network Security
25552,B2B
25552,Security
25552,Open Source
25542,Developer Tools
25542,Analytics
25542,Open Source
25542,Data Engineering
25541,Manufacturing
25541,Data Engineering
25541,AI
25541,Automotive
25540,SaaS
25540,B2B
25540,Marketing
25539,Consumer Health Services
25539,Health Tech
25539,Digital Health
25538,Machine Learning
25538,LegalTech
25537,Artificial Intelligence
25537,Machine Learning
25537,Infrastructure
25532,Fintech
25532,Machine Learning
25532,Lending
25532,AI
25531,Fintech
25531,SaaS
25531,B2B
25530,Sustainable Fashion
25530,Consumer
25530,Creator Economy
25529,B2B
25529,Sales
25529,Sales Enablement
25529,AI
25529,AI Assistant
25528,Fintech
25528,Proptech
25527,Proptech
25526,Fintech
25526,SaaS
25526,B2B
25526,Compliance
25526,Regtech
25525,SaaS
25525,Healthcare
25522,Developer Tools
25522,SaaS
25522,Design Tools
25521,SaaS
25521,HR Tech
25521,Insurance
25519,SaaS
25519,Productivity
25518,AI-Enhanced Learning
25518,Education
25518,eLearning
25518,Consumer
25517,Fintech
25517,Marketplace
25517,Crypto / Web3
25517,Creator Economy
25516,Fintech
25516,Consumer
25516,Neobank
25513,Banking as a Service
25513,Fintech
25513,B2B
25513,API
25512,Generative AI
25512,Telehealth
25512,B2B
25512,Digital Health
25512,Telemedicine
25511,Artificial Intelligence
25511,Video
25509,Developer Tools
25509,eLearning
25509,Virtual Reality
25509,API
25509,Remote Work
25491,Artificial Intelligence
25491,Generative AI
25491,Machine Learning
25491,Human Resources
25486,Generative AI
25486,Legal
25486,LegalTech
25480,SaaS
25480,B2B
25480,Customer Success
25480,Customer Service
25480,Customer Support
25476,B2B
25476,Travel
25476,E-commerce
25476,Transportation
25476,Mobility
25475,Fintech
25475,Neobank
25473,Fintech
25473,Marketplace
25473,B2B
25472,Productivity
25472,Collaboration
25472,Design Tools
25451,SaaS
25451,B2B
25451,Marketing
25451,AI
25450,Medical Devices
25449,Biotech
25449,Therapeutics
25449,Drug discovery
25449,Oncology
25449,Biotechnology
25448,Machine Learning
25448,Biotech
25448,Analytics
25447,Marketplace
25447,Consumer
25447,Community
25446,SaaS
25446,E-commerce
