id,industry
12085,Healthcare
12085,Industrial Bio
12084,Industrials
12084,Aviation and Space
12083,Industrials
12083,Climate
12082,Consumer
12082,Content
12080,B2B
12080,Retail
12077,Healthcare
12077,Diagnostics
12074,Fintech
12071,Government
12070,B2B
12070,"Engineering, Product and Design"
12067,Healthcare
12067,Healthcare Services
12065,B2B
12065,"Engineering, Product and Design"
12063,B2B
12063,Recruiting and Talent
12062,Consumer
12057,B2B
12057,Recruiting and Talent
12056,Healthcare
12056,Therapeutics
12053,B2B
12053,"Engineering, Product and Design"
12046,Healthcare
12046,Therapeutics
12043,B2B
12043,Finance and Accounting
12042,Healthcare
12042,Healthcare Services
12039,B2B
12039,Security
12037,B2B
12037,"Engineering, Product and Design"
12036,Healthcare
12036,Healthcare IT
12035,B2B
12035,Recruiting and Talent
12032,B2B
12032,Infrastructure
12020,B2B
12020,"Engineering, Product and Design"
12012,Industrials
12012,Manufacturing and Robotics
12010,B2B
12010,Supply Chain and Logistics
12006,Fintech
12006,Insurance
12005,B2B
12005,Sales
12003,B2B
12003,Analytics
11995,B2B
11995,Supply Chain and Logistics
11994,B2B
11994,Productivity
11993,Fintech
11993,Insurance
11992,B2B
11992,"Engineering, Product and Design"
11991,Consumer
11991,Home and Personal
11988,Industrials
11988,Agriculture
11986,B2B
11984,B2B
11984,Productivity
11983,B2B
11983,Operations
11981,Consumer
11981,Gaming
11979,Healthcare
11979,Therapeutics
11978,B2B
11978,Marketing
11977,Healthcare
11977,Healthcare IT
11976,Healthcare
11976,Diagnostics
11975,B2B
11975,Sales
11974,Consumer
11974,Home and Personal
11969,B2B
11969,Marketing
11968,Consumer
11968,Food and Beverage
11967,B2B
11967,Recruiting and Talent
11963,Consumer
11962,B2B
11962,Security
11961,B2B
11961,Supply Chain and Logistics
11960,B2B
11960,Analytics
11959,B2B
11959,Productivity
11956,B2B
11956,Legal
11948,Healthcare
11948,Healthcare IT
11946,B2B
11946,"Engineering, Product and Design"
11944,Consumer
11944,Food and Beverage
11943,Fintech
11941,Real Estate and Construction
11941,Housing and Real Estate
11940,Fintech
11940,Consumer Finance
11936,Industrials
11936,Climate
11935,B2B
11935,Supply Chain and Logistics
11934,Consumer
11934,Food and Beverage
11932,Consumer
11932,Content
11927,Fintech
11927,Payments
11926,Fintech
11926,Banking and Exchange
11925,Industrials
11925,Manufacturing and Robotics
11924,B2B
11924,Sales
11922,Industrials
11922,Manufacturing and Robotics
11919,Industrials
11919,Manufacturing and Robotics
11895,B2B
11895,Operations
1898,B2B
1898,Recruiting and Talent
12391,Real Estate and Construction
12391,Housing and Real Estate
12372,Consumer
12372,Gaming
12366,Fintech
12366,Consumer Finance
12344,Fintech
12344,Credit and Lending
12275,B2B
12275,Supply Chain and Logistics
12271,B2B
12271,Retail
12260,B2B
12260,Legal
12241,Healthcare
12241,Industrial Bio
12239,B2B
12239,Productivity
12238,Fintech
12238,Credit and Lending
12078,Consumer
12078,Social
12038,Real Estate and Construction
12038,Housing and Real Estate
12034,B2B
12034,Analytics
12031,B2B
12031,"Engineering, Product and Design"
12014,Healthcare
12014,Healthcare IT
12009,B2B
12009,Infrastructure
12002,B2B
12002,Recruiting and Talent
11985,B2B
11985,Operations
11972,B2B
11972,Sales
11966,B2B
11965,B2B
11965,"Engineering, Product and Design"
11938,B2B
11938,Finance and Accounting
11937,Consumer
11931,B2B
11931,Operations
11928,B2B
11928,Operations
11921,B2B
11921,Infrastructure
12415,Healthcare
12415,Healthcare Services
12387,Real Estate and Construction
12387,Housing and Real Estate
12362,Consumer
12362,"Travel, Leisure and Tourism"
12284,Consumer
12284,Social
12277,Education
12265,B2B
12265,Security
12258,B2B
12258,"Engineering, Product and Design"
12252,Healthcare
12252,Consumer Health and Wellness
12090,Consumer
12090,Food and Beverage
12079,Healthcare
12073,Fintech
12072,Education
12068,B2B
12068,Human Resources
12047,Industrials
12047,Manufacturing and Robotics
12045,B2B
12045,Sales
12041,B2B
12041,Retail
12033,Consumer
12033,Apparel and Cosmetics
12015,B2B
12015,Operations
12013,B2B
12013,"Engineering, Product and Design"
12011,Healthcare
12011,Therapeutics
12004,Consumer
12004,"Travel, Leisure and Tourism"
11990,Consumer
11990,Virtual and Augmented Reality
11982,B2B
11982,Office Management
11971,B2B
11971,Office Management
11964,B2B
11957,Industrials
11957,Energy
11955,B2B
11955,"Engineering, Product and Design"
11954,B2B
11954,Productivity
11949,Industrials
11949,Aviation and Space
11942,B2B
11942,Human Resources
11939,Consumer
11939,Gaming
11933,Consumer
11933,Home and Personal
11930,Healthcare
11930,Healthcare IT
11923,Consumer
11923,Social
12565,B2B
27271,Consumer
27271,Social
22571,Consumer
22571,Social
12941,Healthcare
12941,Drug Discovery and Delivery
12911,Consumer
12911,Content
12903,Consumer
12897,Fintech
12897,Credit and Lending
12878,B2B
12878,Operations
12877,Industrials
12877,Aviation and Space
12876,B2B
12876,"Engineering, Product and Design"
12875,Consumer
12875,Home and Personal
12867,Industrials
12867,Manufacturing and Robotics
12865,Industrials
12865,Manufacturing and Robotics
12863,B2B
12863,Productivity
12862,B2B
12862,Analytics
12861,Healthcare
12861,Therapeutics
12860,B2B
12860,"Engineering, Product and Design"
12857,B2B
12857,"Engineering, Product and Design"
12856,Fintech
12856,Payments
12855,B2B
12855,Marketing
12854,Healthcare
12854,Healthcare IT
12851,B2B
12851,Infrastructure
12850,Real Estate and Construction
12850,Construction
12848,B2B
12848,"Engineering, Product and Design"
12847,Real Estate and Construction
12847,Housing and Real Estate
12846,B2B
12846,Security
12845,B2B
12845,Infrastructure
12843,Fintech
12843,Payments
12842,B2B
12842,Marketing
12841,Fintech
12839,Fintech
12839,Credit and Lending
12838,Industrials
12838,Climate
12837,Government
12836,B2B
12836,Supply Chain and Logistics
12834,Fintech
12834,Payments
12833,Healthcare
12833,Consumer Health and Wellness
12832,B2B
12832,Analytics
12830,B2B
12830,Supply Chain and Logistics
12829,Fintech
12829,Consumer Finance
12821,B2B
12821,Operations
12797,B2B
12769,Education
12768,Consumer
12768,Gaming
12760,Fintech
12760,Payments
12739,Healthcare
12739,Consumer Health and Wellness
12738,B2B
12738,Recruiting and Talent
12727,Fintech
12727,Banking and Exchange
12723,Consumer
12723,Content
12711,Consumer
12711,Apparel and Cosmetics
12705,B2B
12700,Consumer
12700,Food and Beverage
12682,B2B
12682,"Engineering, Product and Design"
12677,Industrials
12677,Climate
12675,B2B
12675,Infrastructure
12674,Education
12666,Industrials
12664,Healthcare
12664,Industrial Bio
12663,Healthcare
12663,Drug Discovery and Delivery
12662,Healthcare
12662,Healthcare Services
12661,B2B
12661,"Engineering, Product and Design"
12660,Consumer
12659,B2B
12659,Recruiting and Talent
12653,Healthcare
12653,Consumer Health and Wellness
12648,B2B
12648,Recruiting and Talent
12647,Fintech
12647,Consumer Finance
12646,Real Estate and Construction
12646,Construction
12645,Healthcare
12645,Healthcare Services
12643,Education
12642,B2B
12642,Security
12641,Real Estate and Construction
12641,Housing and Real Estate
12640,Consumer
12640,Consumer Electronics
12639,Real Estate and Construction
12637,B2B
12637,Infrastructure
12632,Healthcare
12632,Medical Devices
12631,Fintech
12631,Credit and Lending
12626,B2B
12626,Human Resources
12625,Real Estate and Construction
12625,Housing and Real Estate
12623,Government
12622,Industrials
12622,Manufacturing and Robotics
12621,Industrials
12621,Energy
12619,Healthcare
12619,Consumer Health and Wellness
12618,B2B
12618,"Engineering, Product and Design"
12615,B2B
12615,Security
12614,Healthcare
12614,Therapeutics
12612,B2B
12611,Healthcare
12611,Medical Devices
12609,Fintech
12609,Insurance
12608,B2B
12608,Security
12600,Real Estate and Construction
12600,Housing and Real Estate
12598,B2B
12598,Infrastructure
12597,Industrials
12597,Manufacturing and Robotics
12585,Consumer
12585,Home and Personal
12582,Healthcare
12582,Healthcare Services
12578,Consumer
12578,Apparel and Cosmetics
12575,Fintech
12574,Consumer
12574,Home and Personal
12572,Consumer
12572,Apparel and Cosmetics
12564,Education
12560,Healthcare
12560,Healthcare Services
12555,Healthcare
12555,Consumer Health and Wellness
12554,Healthcare
12554,Consumer Health and Wellness
12553,Healthcare
12553,Consumer Health and Wellness
12550,B2B
12550,"Engineering, Product and Design"
12549,Consumer
12548,Consumer
12548,Content
12547,Real Estate and Construction
12547,Construction
12546,Consumer
12546,Gaming
12545,Fintech
12545,Payments
12536,Consumer
12536,Content
12534,B2B
12534,"Engineering, Product and Design"
12533,Fintech
12532,Healthcare
12532,Healthcare IT
12531,Healthcare
12531,Industrial Bio
12527,B2B
12527,Retail
12525,Consumer
12525,Home and Personal
12507,Consumer
12507,Home and Personal
12504,Fintech
12504,Insurance
12454,Education
12425,B2B
12425,Human Resources
12243,Consumer
12243,Social
12240,Fintech
12240,Credit and Lending
12129,B2B
12129,Recruiting and Talent
12076,Industrials
12076,Climate
12040,B2B
12008,Fintech
12008,Consumer Finance
12728,B2B
12728,Supply Chain and Logistics
12710,B2B
12710,Sales
12669,B2B
12669,Infrastructure
12655,Fintech
12655,Consumer Finance
12654,B2B
12654,"Engineering, Product and Design"
12628,B2B
12628,"Engineering, Product and Design"
12627,Real Estate and Construction
12599,Fintech
12599,Consumer Finance
12591,B2B
12591,"Engineering, Product and Design"
12584,B2B
12584,"Engineering, Product and Design"
12580,Healthcare
12580,Medical Devices
12573,B2B
12573,"Engineering, Product and Design"
12542,Industrials
12542,Automotive
12530,B2B
12530,Retail
12509,B2B
12509,"Engineering, Product and Design"
1880,Consumer
1880,Job and Career Services
12890,B2B
12890,"Engineering, Product and Design"
12868,Fintech
12868,Insurance
12853,Fintech
12853,Payments
12849,B2B
12849,Retail
12844,B2B
12844,Recruiting and Talent
12835,Fintech
12835,Banking and Exchange
12741,B2B
12741,Retail
12740,Consumer
12740,Content
12737,Industrials
12737,Manufacturing and Robotics
12736,Industrials
12736,Agriculture
12676,B2B
12676,Infrastructure
12658,Fintech
12658,Credit and Lending
12657,Healthcare
12657,Diagnostics
12656,Consumer
12656,Apparel and Cosmetics
12650,B2B
12650,"Engineering, Product and Design"
12630,B2B
12630,Productivity
12629,Healthcare
12629,Consumer Health and Wellness
12624,Consumer
12624,Social
12613,B2B
12613,"Engineering, Product and Design"
12610,B2B
12610,Analytics
12583,B2B
12583,Productivity
12579,Healthcare
12579,Therapeutics
12571,B2B
12571,Infrastructure
12570,B2B
12570,Infrastructure
12544,Consumer
12544,Job and Career Services
12541,B2B
12541,Human Resources
12539,B2B
12526,Consumer
12526,"Travel, Leisure and Tourism"
12461,Consumer
12461,Home and Personal
12453,Fintech
12453,Consumer Finance
12452,Consumer
12452,Transportation Services
11987,Real Estate and Construction
11987,Housing and Real Estate
11947,Consumer
11947,Apparel and Cosmetics
11929,Real Estate and Construction
11929,Housing and Real Estate
13208,Consumer
13673,B2B
13673,"Engineering, Product and Design"
13672,Healthcare
13672,Therapeutics
13671,Healthcare
13671,Industrial Bio
13642,Consumer
13642,Transportation Services
13627,Fintech
13627,Credit and Lending
13620,Consumer
13620,Gaming
13616,Healthcare
13616,Drug Discovery and Delivery
13610,Fintech
13610,Banking and Exchange
13601,Healthcare
13601,Therapeutics
13579,B2B
13579,Infrastructure
13573,Fintech
13573,Payments
13572,B2B
13572,Recruiting and Talent
13570,B2B
13570,Sales
13557,B2B
13557,Human Resources
13549,B2B
13549,Infrastructure
13548,Healthcare
13548,Medical Devices
13532,Industrials
13532,Climate
13525,Industrials
13525,Climate
13524,B2B
13524,Supply Chain and Logistics
13523,B2B
13523,Supply Chain and Logistics
13522,Industrials
13520,B2B
13520,Retail
13519,B2B
13519,"Engineering, Product and Design"
13516,Healthcare
13516,Consumer Health and Wellness
13512,B2B
13512,Office Management
13511,Real Estate and Construction
13511,Housing and Real Estate
13509,Consumer
13509,Home and Personal
13508,Fintech
13508,Payments
13506,Healthcare
13506,Diagnostics
13505,B2B
13505,Retail
13504,B2B
13504,Operations
13502,B2B
13502,Productivity
13500,Fintech
13500,Banking and Exchange
13499,B2B
13499,Infrastructure
13498,B2B
13498,Supply Chain and Logistics
13497,B2B
13497,Supply Chain and Logistics
13495,Fintech
13495,Banking and Exchange
13494,B2B
13494,Retail
13488,Healthcare
13488,Consumer Health and Wellness
13485,Fintech
13485,Consumer Finance
13483,B2B
13482,Fintech
13479,Industrials
13479,Manufacturing and Robotics
13477,Industrials
13477,Drones
13476,Industrials
13476,Manufacturing and Robotics
13472,B2B
13472,Marketing
13471,Fintech
13471,Credit and Lending
13442,Healthcare
13442,Diagnostics
13434,Healthcare
13434,Therapeutics
13430,Healthcare
13430,Consumer Health and Wellness
13415,Fintech
13415,Insurance
13414,B2B
13414,Productivity
13412,Fintech
13412,Asset Management
13408,Education
13400,B2B
13400,Recruiting and Talent
13391,Fintech
13391,Consumer Finance
13389,Education
13372,B2B
13372,Retail
13353,Consumer
13353,Job and Career Services
13352,B2B
13352,Supply Chain and Logistics
13351,Healthcare
13351,Medical Devices
13350,Consumer
13350,Social
13348,Real Estate and Construction
13348,Construction
13347,B2B
13347,Supply Chain and Logistics
13346,Industrials
13346,Agriculture
13344,B2B
13344,"Engineering, Product and Design"
13343,Education
13335,Fintech
13335,Credit and Lending
13334,B2B
13334,"Engineering, Product and Design"
13333,Fintech
13333,Payments
13332,Healthcare
13332,Drug Discovery and Delivery
13322,B2B
13322,Security
13321,Healthcare
13321,Consumer Health and Wellness
13320,B2B
13320,Sales
13319,B2B
13319,"Engineering, Product and Design"
13316,Healthcare
13316,Consumer Health and Wellness
13312,B2B
13312,Analytics
13311,B2B
13311,Security
13309,Fintech
13305,Fintech
13305,Consumer Finance
13303,B2B
13303,"Engineering, Product and Design"
13302,Industrials
13302,Automotive
13290,Healthcare
13290,Healthcare IT
13273,B2B
13273,Operations
13265,B2B
13265,"Engineering, Product and Design"
13242,B2B
13242,Analytics
13241,B2B
13241,Recruiting and Talent
13240,B2B
13240,Retail
13239,B2B
13239,Infrastructure
13234,B2B
13234,"Engineering, Product and Design"
13233,B2B
13233,Infrastructure
13231,B2B
13231,Security
13227,B2B
13227,Operations
13224,Education
13218,B2B
13218,Retail
13217,Healthcare
13217,Therapeutics
13215,Healthcare
13215,Consumer Health and Wellness
13213,Consumer
13213,Social
13211,B2B
13211,"Engineering, Product and Design"
13207,Fintech
13207,Banking and Exchange
13205,B2B
13185,B2B
13185,Analytics
13179,B2B
13179,Infrastructure
13176,B2B
13176,Supply Chain and Logistics
13175,B2B
13175,Infrastructure
13174,Fintech
13174,Credit and Lending
13172,Consumer
13172,Gaming
13170,B2B
13170,Human Resources
13169,B2B
13169,Retail
13168,B2B
13168,"Engineering, Product and Design"
13167,Industrials
13167,Aviation and Space
13165,Fintech
13165,Payments
13164,B2B
13164,Productivity
13151,Industrials
13151,Energy
13149,Fintech
13149,Credit and Lending
13147,B2B
13147,Infrastructure
13145,B2B
13145,Productivity
13144,B2B
13144,"Engineering, Product and Design"
13143,Consumer
13141,B2B
13141,Infrastructure
13133,Healthcare
13133,Healthcare IT
13122,B2B
13122,"Engineering, Product and Design"
13121,Real Estate and Construction
13121,Construction
13120,Healthcare
13120,Consumer Health and Wellness
13119,B2B
13119,"Engineering, Product and Design"
13118,Healthcare
13118,Medical Devices
13116,Real Estate and Construction
13116,Construction
13115,B2B
13115,Operations
13109,B2B
13109,Marketing
13105,B2B
13105,Supply Chain and Logistics
13104,B2B
13104,Marketing
13102,B2B
13102,Analytics
13101,Healthcare
13101,Diagnostics
13099,Healthcare
13099,Consumer Health and Wellness
13098,B2B
13098,Infrastructure
13097,B2B
13097,Finance and Accounting
13096,B2B
13096,"Engineering, Product and Design"
13088,B2B
13088,Analytics
13085,Industrials
13085,Manufacturing and Robotics
13084,Industrials
13084,Climate
13083,Real Estate and Construction
13083,Housing and Real Estate
13081,Healthcare
13081,Drug Discovery and Delivery
13072,Fintech
13072,Credit and Lending
13067,B2B
13067,"Engineering, Product and Design"
13058,B2B
13058,Sales
13050,Consumer
13050,Food and Beverage
12974,B2B
12950,Fintech
12950,Credit and Lending
12871,B2B
12871,Productivity
12831,Fintech
12831,Credit and Lending
12743,Healthcare
12743,Healthcare Services
12742,B2B
12742,Finance and Accounting
12726,Healthcare
12726,Healthcare Services
12725,Healthcare
12725,Consumer Health and Wellness
12724,B2B
12724,Analytics
12638,Consumer
12638,Home and Personal
12581,Industrials
12581,Manufacturing and Robotics
13507,Fintech
13507,Banking and Exchange
13503,Consumer
13503,Transportation Services
13501,Healthcare
13501,Consumer Health and Wellness
13484,Real Estate and Construction
13484,Housing and Real Estate
13475,Fintech
13475,Banking and Exchange
13354,Fintech
13354,Payments
13341,Fintech
13341,Banking and Exchange
13340,Consumer
13340,Job and Career Services
13315,B2B
13315,Productivity
13238,Consumer
13238,Content
13236,Fintech
13236,Insurance
13219,Healthcare
13219,Drug Discovery and Delivery
13198,Industrials
13198,Aviation and Space
13160,B2B
13160,Supply Chain and Logistics
13157,B2B
13157,"Engineering, Product and Design"
13156,Consumer
13156,Social
13146,Consumer
13146,Gaming
13110,B2B
13110,"Engineering, Product and Design"
13108,Fintech
13108,Consumer Finance
13100,Consumer
13100,Home and Personal
13095,B2B
13095,"Engineering, Product and Design"
13079,Healthcare
13079,Industrial Bio
13075,B2B
13075,Productivity
13074,B2B
13074,Marketing
13052,B2B
13052,"Engineering, Product and Design"
13674,Consumer
13536,B2B
13536,Recruiting and Talent
13526,Healthcare
13526,Healthcare IT
13496,Fintech
13496,Consumer Finance
13486,B2B
13486,Retail
13480,Consumer
13480,Food and Beverage
13473,Real Estate and Construction
13473,Housing and Real Estate
13406,Healthcare
13406,Diagnostics
13405,B2B
13405,"Engineering, Product and Design"
13362,B2B
13349,B2B
13349,Retail
13337,Fintech
13337,Payments
13323,B2B
13323,Productivity
13310,B2B
13310,Operations
13223,Consumer
13223,Gaming
13220,Healthcare
13220,Diagnostics
13214,Industrials
13214,Manufacturing and Robotics
13209,B2B
13209,Infrastructure
13206,B2B
13206,Retail
13204,Consumer
13204,Food and Beverage
13200,Consumer
13200,Home and Personal
13199,Consumer
13199,Apparel and Cosmetics
13195,B2B
13195,Operations
13178,Healthcare
13178,Drug Discovery and Delivery
13177,Consumer
13177,Consumer Electronics
13171,Consumer
13171,Apparel and Cosmetics
13166,Real Estate and Construction
13166,Housing and Real Estate
13161,B2B
13161,Productivity
13158,B2B
13158,"Engineering, Product and Design"
13148,B2B
13148,Human Resources
13140,Industrials
13140,Aviation and Space
13117,Consumer
13117,Social
13114,B2B
13114,Infrastructure
13113,B2B
13113,"Engineering, Product and Design"
13112,B2B
13112,Analytics
13111,Education
13107,B2B
13107,Sales
13106,Fintech
13106,Payments
13103,Consumer
13103,Content
13087,Industrials
13087,Automotive
13086,Healthcare
13086,Consumer Health and Wellness
13076,Consumer
13076,Content
13073,Real Estate and Construction
13073,Housing and Real Estate
13061,Consumer
13061,Food and Beverage
13053,B2B
13053,Security
22111,Healthcare
22111,Drug Discovery and Delivery
22353,B2B
22353,Marketing
22334,Healthcare
22334,Drug Discovery and Delivery
22327,Consumer
22327,Content
22323,Fintech
22323,Consumer Finance
22322,Real Estate and Construction
22322,Construction
22321,Healthcare
22321,Healthcare IT
22319,Healthcare
22319,Consumer Health and Wellness
22307,Real Estate and Construction
22307,Housing and Real Estate
22306,Healthcare
22306,Industrial Bio
22305,Healthcare
22305,Industrial Bio
22303,Consumer
22303,Food and Beverage
22301,Consumer
22301,Consumer Electronics
22294,Real Estate and Construction
22294,Housing and Real Estate
22278,Consumer
22278,Content
22277,B2B
22277,Finance and Accounting
22273,B2B
22273,Productivity
22272,B2B
22272,"Engineering, Product and Design"
22267,B2B
22267,Retail
22266,B2B
22257,Real Estate and Construction
22257,Housing and Real Estate
22248,B2B
22248,Infrastructure
22247,Consumer
22247,Social
22246,Consumer
22246,Food and Beverage
22241,B2B
22241,Sales
22218,B2B
22218,Retail
22207,Healthcare
22207,Medical Devices
22206,Healthcare
22206,Medical Devices
22196,Healthcare
22196,Healthcare IT
22184,Consumer
22184,Social
22174,Fintech
22174,Credit and Lending
22152,Fintech
22152,Payments
22151,B2B
22151,Marketing
22148,Fintech
22148,Banking and Exchange
22141,B2B
22141,Security
22131,B2B
22131,Legal
22126,B2B
22126,Analytics
22124,B2B
22108,B2B
22092,Consumer
22092,Apparel and Cosmetics
22091,B2B
22091,Infrastructure
22088,Industrials
22088,Climate
22084,B2B
22084,Operations
22083,Education
22082,B2B
22082,Marketing
22080,Healthcare
22080,Diagnostics
22079,B2B
22078,B2B
22078,Retail
22077,B2B
22077,Productivity
22076,B2B
22076,"Engineering, Product and Design"
22075,Government
22062,Industrials
22062,Climate
22054,B2B
22054,Operations
22053,Consumer
22053,Food and Beverage
22050,B2B
22050,Marketing
22048,Education
22047,B2B
22047,Supply Chain and Logistics
22046,Healthcare
22045,Healthcare
22045,Therapeutics
22044,Healthcare
22043,Healthcare
22043,Industrial Bio
22037,B2B
22037,Productivity
22026,Fintech
22026,Banking and Exchange
22022,Fintech
22022,Payments
22021,B2B
22021,Sales
22008,B2B
22008,Infrastructure
22007,Consumer
22007,Gaming
22004,B2B
22004,Security
22003,B2B
22003,"Engineering, Product and Design"
22002,B2B
22002,Marketing
22001,B2B
22001,Analytics
21998,B2B
21998,Supply Chain and Logistics
21993,Consumer
21993,Social
21992,Healthcare
21992,Drug Discovery and Delivery
21988,Fintech
21988,Payments
21986,Healthcare
21986,Healthcare Services
21985,B2B
21985,Infrastructure
21979,Industrials
21979,Energy
21969,Industrials
21969,Manufacturing and Robotics
21963,B2B
21963,Supply Chain and Logistics
21962,B2B
21962,Retail
21959,B2B
21959,Productivity
21958,Consumer
21958,Content
21956,Education
21950,Fintech
21950,Consumer Finance
21949,B2B
21949,Human Resources
21947,Healthcare
21947,Consumer Health and Wellness
21932,Healthcare
21930,Healthcare
21930,Healthcare IT
21916,B2B
21916,Retail
21915,B2B
21915,Retail
21914,Fintech
21914,Consumer Finance
21909,B2B
21909,Operations
21906,B2B
21906,"Engineering, Product and Design"
21903,B2B
21903,Productivity
21902,Government
21898,B2B
21898,Retail
21897,B2B
21896,Real Estate and Construction
21896,Construction
21894,B2B
21894,"Engineering, Product and Design"
21885,B2B
21885,Security
21883,B2B
21883,Infrastructure
21882,Healthcare
21882,Healthcare IT
21881,Healthcare
21881,Therapeutics
21864,Healthcare
21864,Healthcare IT
21863,Fintech
21863,Payments
21862,B2B
21860,Healthcare
21860,Healthcare Services
21857,B2B
21856,Fintech
21856,Payments
21848,B2B
21848,"Engineering, Product and Design"
21847,Consumer
21847,Job and Career Services
21831,B2B
21831,Recruiting and Talent
21829,Fintech
21829,Banking and Exchange
21828,B2B
21828,Retail
21817,Fintech
21817,Payments
21816,Healthcare
21816,Medical Devices
21814,B2B
21814,"Engineering, Product and Design"
21812,Fintech
21812,Payments
21800,B2B
21800,"Engineering, Product and Design"
21799,Fintech
21799,Banking and Exchange
21795,B2B
21795,Infrastructure
21794,B2B
21794,Infrastructure
21791,Fintech
21790,Fintech
21790,Payments
21788,Industrials
21788,Energy
21787,Consumer
21787,"Travel, Leisure and Tourism"
21784,B2B
21784,Finance and Accounting
21782,B2B
21782,Analytics
21781,B2B
21781,Analytics
21777,B2B
21777,Marketing
21772,B2B
21772,Human Resources
21770,B2B
21770,Security
21769,B2B
21769,"Engineering, Product and Design"
21768,Fintech
21767,B2B
21767,"Engineering, Product and Design"
21766,B2B
21766,"Engineering, Product and Design"
21727,Fintech
21727,Banking and Exchange
21720,B2B
21720,Operations
19932,B2B
19932,Analytics
19890,B2B
19888,Fintech
19888,Consumer Finance
13481,Fintech
13481,Asset Management
13413,Healthcare
13413,Consumer Health and Wellness
13338,Healthcare
13338,Consumer Health and Wellness
13330,B2B
13330,Sales
13307,Consumer
13307,Content
13235,B2B
13235,Retail
13230,B2B
13230,Sales
13150,B2B
13150,"Engineering, Product and Design"
13091,B2B
13091,Infrastructure
13090,Real Estate and Construction
13090,Construction
13089,B2B
22269,Consumer
22269,Content
22260,B2B
22260,Productivity
22252,B2B
22252,"Engineering, Product and Design"
22250,Consumer
22250,Food and Beverage
22238,B2B
22238,Infrastructure
22228,Consumer
22228,Food and Beverage
22101,Consumer
22101,Home and Personal
22063,B2B
22063,Operations
22055,Consumer
22055,Home and Personal
22042,B2B
22042,Sales
21997,B2B
21997,Infrastructure
21996,B2B
21996,Operations
21957,B2B
21957,Infrastructure
21917,B2B
21917,Security
21901,B2B
21901,Productivity
21900,B2B
21900,Productivity
21852,Healthcare
21839,Healthcare
21839,Industrial Bio
21827,Education
21811,B2B
21811,"Engineering, Product and Design"
21793,B2B
21793,Finance and Accounting
21789,B2B
21789,Human Resources
21771,B2B
21737,Healthcare
21737,Diagnostics
19925,Consumer
19925,Social
13163,B2B
13163,"Engineering, Product and Design"
22268,B2B
22268,Productivity
22256,Consumer
22256,Social
22251,B2B
22251,Marketing
22249,Consumer
22249,Content
22205,Consumer
22205,Food and Beverage
22195,Fintech
22195,Consumer Finance
22106,Fintech
22106,Banking and Exchange
22052,Fintech
22052,Consumer Finance
22049,B2B
22033,B2B
22033,"Engineering, Product and Design"
22032,B2B
22032,Sales
21999,B2B
21999,Retail
21984,B2B
21984,Operations
21899,B2B
21899,Marketing
21895,Education
21858,B2B
21858,"Engineering, Product and Design"
21855,B2B
21855,Infrastructure
21815,Healthcare
21815,Consumer Health and Wellness
21813,B2B
21813,Productivity
21810,Consumer
21810,Virtual and Augmented Reality
21805,B2B
21805,Productivity
21802,Consumer
21802,Social
21733,B2B
21733,Infrastructure
13732,B2B
13732,Infrastructure
13435,Healthcare
13435,Consumer Health and Wellness
13306,Healthcare
13306,Drug Discovery and Delivery
13173,Consumer
13173,Food and Beverage
13159,B2B
13159,"Engineering, Product and Design"
23202,Industrials
23202,Energy
22721,Consumer
22721,Food and Beverage
23661,Education
23656,Fintech
23656,Credit and Lending
23645,Fintech
23645,Payments
23642,B2B
23642,Retail
23640,B2B
23640,Human Resources
23636,Healthcare
23636,Consumer Health and Wellness
23635,Fintech
23635,Credit and Lending
23634,B2B
23634,Infrastructure
23633,B2B
23632,Fintech
23632,Banking and Exchange
23631,Consumer
23631,Home and Personal
23630,Consumer
23630,Job and Career Services
23629,B2B
23629,Productivity
23613,B2B
23613,"Engineering, Product and Design"
23612,B2B
23612,"Engineering, Product and Design"
23611,Healthcare
23611,Industrial Bio
23610,Healthcare
23610,Therapeutics
23599,Fintech
23599,Insurance
23598,B2B
23598,Retail
23597,Healthcare
23597,Medical Devices
23568,Healthcare
23568,Consumer Health and Wellness
23556,Industrials
23556,Aviation and Space
23555,Fintech
23555,Consumer Finance
23550,Consumer
23550,Social
23541,B2B
23541,Operations
23539,Healthcare
23539,Healthcare Services
23537,B2B
23537,Infrastructure
23531,B2B
23531,"Engineering, Product and Design"
23530,B2B
23530,"Engineering, Product and Design"
23522,Healthcare
23522,Therapeutics
23521,Consumer
23521,Consumer Electronics
23518,B2B
23518,Operations
23515,Education
23511,Healthcare
23511,Diagnostics
23472,Consumer
23472,Virtual and Augmented Reality
23460,B2B
23460,"Engineering, Product and Design"
23459,B2B
23459,Productivity
23458,Fintech
23458,Banking and Exchange
23457,Education
23453,Fintech
23453,Payments
23452,B2B
23452,"Engineering, Product and Design"
23445,Industrials
23445,Automotive
23443,B2B
23443,Supply Chain and Logistics
23440,B2B
23440,Supply Chain and Logistics
23434,Fintech
23434,Banking and Exchange
23433,B2B
23433,Supply Chain and Logistics
23432,Healthcare
23432,Consumer Health and Wellness
23431,B2B
23431,Marketing
23430,B2B
23430,Infrastructure
23429,Education
23421,Real Estate and Construction
23421,Housing and Real Estate
23416,B2B
23414,Education
23413,Fintech
23413,Asset Management
23412,B2B
23412,"Engineering, Product and Design"
23405,Fintech
23405,Credit and Lending
23399,B2B
23399,Marketing
23398,Fintech
23398,Banking and Exchange
23397,B2B
